Categories_by_year,8510
Individual_sports,1047
Alpine_countries,2771
Social_institutions,4408
Millennia,8352
Universities_and_colleges,5292
Settlements_by_country,20530
Diaspora_studies,2746
American_countries,2517
International_football_%28soccer%29_competitions,1290
Christian_denominations,1131
Arts_occupations,1352
Counties_of_England,2353
Auto_racing,1400
South_American_countries,2023
European_Union_member_states,1354
Sport_by_continent,3963
Regions,3052
Earth,4177
Baseball_leagues,1454
Sportspeople_by_sport,3989
Cinema_by_location,1393
Team_sports,7106
American_society,2810
People_by_university,12328
Government,3995
Coastal_and_oceanic_landforms,1190
Actors,3570
Landforms,6498
Education_by_location,1035
Buildings_and_structures,6200
Social_groups,1404
Eukaryotes,6358
Politics,5279
Ice_hockey,1856
Physical_geography,2708
Academic_disciplines,3575
Landforms_by_place,2979
European_politics,1052
Political_office-holders_by_role,1010
Biology,1693
Germany,1010
Musicians,2276
Buildings_and_structures_by_type,1547
Government_by_country,1556
Buildings_and_structures_by_location,1881
Capitals_in_Europe,1711
Places,3530
Fiction_by_genre,1125
Football,4836
Transportation,7037
Bishops_by_religion,1024
Mythology,1077
Culture,5337
Social_sciences,1913
People_by_association,1609
Balkans,1301
Sport_in_Europe,1250
Ancient_history,1413
Cities_by_country,5419
Regions_of_Europe,1504
Olympic_sports,1355
Radio_stations,1563
Schools,2085
Knowledge_sharing,1631
Academic_institutions,2671
Cities_in_Canada,2096
Canada,3144
Knowledge,2400
Performing_arts,2272
Orders%2C_decorations%2C_and_medals,1416
Destruction,1884
Visual_arts,4828
Mathematics,2800
Philosophy,1775
Books,4146
African_countries,2204
Christianity,1467
Organizations,2301
2nd_millennium,1755
Literature_by_nationality,2296
Business,4622
Geography,1764
Universities_and_colleges_in_the_United_States,1222
Economics,1778
American_football,6485
Abstraction,1230
Caribbean_countries,1090
Subdivisions_of_the_United_States,15815
Mammals,2003
Branches_of_geography,2164
Geography_of_Canada,1124
Country_subdivisions,2458
Elections_by_country,1573
Recreation,1131
Subdivisions_of_Romania,4068
Geography_of_Europe,5094
Food_and_drink,1274
World_music,1531
States_of_Germany,3218
East_Asian_countries,1870
Basketball,1727
Healthcare,3710
Road_transport,2184
Subdivisions_of_Germany,2968
Rail_transport,2878
Crime,1322
Religion,1250
Aviation,1374
Fundamental,2776
Outdoor_recreation,1535
Combat_sports,1244
Ethics,1081
Thought,1846
Companies_by_continent,1193
Fictional,2907
Tetrapods,1835
Southern_Europe,1057
Countries_located_within_Austria-Hungary,1047
Wireless,2355
Companies_by_industry,1486
Southeast_Asian_countries,1269
Bicontinental_countries,1138
Musical_groups,1251
Rail_transport_by_country,3648
Transportation_by_country,1283
Human_behavior,1288
Civilizations,1077
Water_transport,1174
Nobility,1388
Names,1128
Military_operations,1508
Ancient_Semitic_religions,1398
Capitals,3850
Information,2783
Physics,1629
Life,6527
Weapons,1084
Radio,2047
China,1292
North_American_countries,1321
Fiction_books,1492
Geography_of_England,7857
Economy_of_the_United_States,2056
Electromagnetism,1103
Engineering,1485
Health,2317
Television_in_the_United_States,1039
Bony_fish,1625
Marketing,1011
Brands,3386
Provinces_and_territories_of_Canada,3970
Culture_by_nationality,1278
Comic_book_publishing_companies_by_country,2203
Comics,1085
States_of_the_United_States,8087
Military_of_the_United_Kingdom,1099
Video_games,1132
United_Kingdom,7418
Geography_of_British_Columbia,1154
Music_events,1547
Industry,2384
Regions_of_the_United_States,1258
Settlements_in_the_United_States,2852
London,1614
British_capitals,1285
Counties_of_the_United_States,3378
Historic_sites_in_the_United_States,1154
Ships,1322
American_culture,1084
Cities_in_the_United_States,4184
Ontario,2257
Cinema_by_country,1399
Irish-American_culture,1106
Lists_of_people,1154
California,1324
Settlements_in_the_United_States_by_state,4250
Ice_hockey_by_country,1809
Wales,1414
States_of_the_American_West,2184
Jews_and_Judaism,1030
Australia,1982
Geography_of_California,1401
Oceania,1074
People_by_nationality_and_occupation,3113
Settlements_in_Wisconsin,1074
American_football_leagues,1257
Cities_in_the_United_States_by_state,1361
Central_Asian_countries,1000
Transportation_in_the_United_States,1185
Rugby_football,1116
Oceanian_countries,2711
Animals,5403
Chordates,3283
Meteorology,1309
Government_of_the_United_States,1946
American_people_by_occupation,5507
Subdivisions_of_Australia,1311
Geography_of_Scotland,1785
Settlements_in_India,2649
Law,1408
Companies_of_the_United_States,1085
Ecology,2502
British_awards,1791
Canadian_politicians,1239
Schools_by_type,2403
High_schools_and_secondary_schools,1668
American_people,3172
Cricket_people,3214
Baseball_in_the_United_States,2813
Acting,1289
Horses,1361
Anthropology,1247
Geography_of_the_Republic_of_Ireland,1144
Arthropods,4336
Streets_and_roads,1567
Football_in_the_United_Kingdom,1170
British_politicians,3763
Vertebrates,6096
Fish_sorted_by_classification,2379
Education_in_the_United_Kingdom,1400
Passeri,1511
Lists_of_words,1621
Armenia,1018
Molluscs,1796
Amphibians,3315
Birds_by_classification,1260
Birds,1046
Radio_stations_in_Washington,3499
